"Y","A","L","S","C"
NA,1,-0.164359186462737,1,1
NA,1,1.5194407743176,1,1
NA,1,1.82516507817365,1,1
NA,NA,-2.48863985015353,0,0
NA,NA,-1.65432225038973,0,0
NA,NA,-1.42085528137192,0,0
NA,NA,-1.27629656625184,0,0
NA,1,2.07910079937255,1,1
NA,1,1.01553602068229,1,1
3.17889485801976,0,-0.109612816175039,1,0
NA,NA,0.981518881029313,0,0
11.5039270101455,1,2.26134720681062,1,0
NA,NA,0.637089923803561,0,0
4.51697553035409,0,1.77553654284699,1,0
NA,NA,-1.1475015474698,0,0
NA,NA,-1.07932259375455,0,0
NA,NA,1.06794985879243,0,0
NA,NA,0.89175319136426,0,0
NA,1,0.870096509939708,1,1
2.33891868463707,0,0.48576246486856,1,0
NA,NA,-0.471093692846051,0,0
8.76513139393904,1,0.949629993820546,1,0
NA,1,1.84772759129207,1,1
NA,1,1.24040742887073,1,1
NA,NA,-1.38081421835124,0,0
2.58933204691952,0,0.474676877291482,1,0
NA,NA,0.0123463579876949,0,0
NA,NA,0.0870999372857267,0,0
3.28181916973608,1,-0.182368193763325,1,0
NA,NA,-1.26567026582532,0,0
NA,NA,0.331283912940739,0,0
NA,0,1.35172863098665,1,1
8.91051162953737,1,1.63656573626269,1,0
NA,NA,0.479932228852687,0,0
NA,NA,-0.736315911257857,0,0
NA,NA,-0.583016619413601,0,0
2.58570613981467,1,-0.611431981951386,1,0
NA,NA,0.603350043610892,0,0
1.95617394792522,0,-0.235763339357311,1,0
12.7959584927644,1,2.90421609162339,1,0
NA,NA,-0.268291279315417,0,0
4.77482565400723,1,0.148092848403041,1,0
NA,NA,-0.206794982835284,0,0
NA,NA,-0.642560138451547,0,0
NA,NA,0.847571823884568,0,0
NA,NA,-0.527572126400654,0,0
NA,NA,0.00237075710813171,0,0
NA,NA,-0.281880233551283,0,0
NA,NA,-2.8284746523873,0,0
4.63990720210473,1,0.650930316327698,1,0
5.53405275426904,1,0.157759171113334,1,0
NA,NA,-0.853437022665369,0,0
5.08537295418841,0,1.36310008597407,1,0
NA,NA,-1.26289617117116,0,0
NA,NA,-1.77794654572074,0,0
NA,NA,-0.686919645075559,0,0
-0.244046324437239,0,-1.18433552229326,1,0
NA,NA,0.789677301727648,0,0
4.41019391015273,1,0.0859637709502686,1,0
NA,NA,-0.370061442579403,0,0
NA,1,0.00933636704307702,1,1
NA,NA,-0.951059591672824,0,0
NA,NA,0.181717711397805,0,0
NA,NA,0.190339844032856,0,0
NA,NA,-0.0717387693981193,0,0
NA,NA,-0.00285171005059469,0,0
NA,NA,-1.10821896191248,0,0
NA,NA,0.935191767373595,0,0
NA,NA,-1.48583945173733,0,0
10.479540470316,1,2.22854189842651,1,0
NA,1,1.6241352225378,1,1
NA,NA,0.519764625253335,0,0
NA,NA,-1.352028636762,0,0
NA,NA,0.426123827628841,0,0
NA,NA,-1.66318758520667,0,0
NA,NA,-0.269943621830999,0,0
6.34904674618111,1,0.790790959773877,1,0
8.20567593150528,1,0.840608638772999,1,0
3.03057591637943,0,0.0329694848504644,1,0
NA,NA,-0.238163753848546,0,0
NA,NA,0.263552286150818,0,0
NA,NA,-1.59178517406521,0,0
NA,NA,-0.376235068846935,0,0
10.1719097240503,1,1.81252714991038,1,0
NA,0,-1.73809968261789,1,1
NA,1,1.62911115074531,1,1
NA,NA,0.528105441488507,0,0
NA,NA,-0.360444186597554,0,0
NA,NA,2.23761689061182,0,0
0.395206105987873,0,-0.0401996174749625,1,0
9.93189959939913,1,1.894125331564,1,0
2.92534821888746,0,0.024804649937664,1,0
NA,NA,0.553425403100445,0,0
NA,1,-0.574350945442218,1,1
NA,NA,-0.928337006439503,0,0
NA,NA,-2.00042544129482,0,0
NA,NA,-0.622068696299165,0,0
NA,NA,0.727145566485242,0,0
2.50099980694151,1,-1.10218330324535,1,0
NA,NA,-1.15946277085336,0,0
NA,NA,-0.43890563975272,0,0
NA,0,0.159134206763553,1,1
NA,NA,-0.49460068553302,0,0
7.24597776113262,1,1.21236784558103,1,0
NA,NA,0.292632425911828,0,0
NA,NA,-0.0360424610323628,0,0
NA,NA,-1.10261610256618,0,0
3.67510879273051,1,-0.935640286949069,1,0
NA,NA,0.460837326820304,0,0
NA,NA,-0.332363462610624,0,0
NA,NA,1.10616326882244,0,0
NA,NA,-1.63369360485113,0,0
0.993639052670548,0,0.335192800595372,1,0
NA,NA,-0.524657444990142,0,0
NA,NA,1.4633710753022,0,0
NA,NA,0.427178041986582,0,0
NA,NA,-1.02512982017635,0,0
NA,NA,-1.30805832132281,0,0
NA,NA,0.229601886628634,0,0
2.37687654473595,0,-0.307021277811913,1,0
NA,NA,-0.0838330995421848,0,0
3.95428503057813,1,-0.165731840611065,1,0
5.27801471523794,0,0.655012558663501,1,0
NA,NA,-1.07483472817753,0,0
15.1235472786938,1,3.4709096034659,1,0
NA,NA,0.294080892384018,0,0
4.51652311929623,1,-0.536373846346391,1,0
NA,NA,-0.144773495445704,0,0
4.85024937045242,1,0.542130527840553,1,0
2.01477937001656,0,0.634175193192408,1,0
NA,NA,-1.77485606890494,0,0
NA,NA,-2.06613588468656,0,0
NA,NA,-0.0899069094632118,0,0
NA,NA,0.836802178058687,0,0
5.76622746146244,1,0.166240833093532,1,0
8.42403499278092,1,1.02552557344612,1,0
NA,0,0.403188458132936,1,1
NA,1,0.4115921198628,1,1
10.8576999079268,1,1.68018682802245,1,0
0.818432980312699,0,-1.06210757323509,1,0
NA,NA,-0.791235649678155,0,0
NA,NA,0.388512274160985,0,0
4.87732356148997,1,0.253998499450374,1,0
NA,NA,-2.18716829258598,0,0
NA,NA,0.537800433283471,0,0
NA,NA,-1.28988641170683,0,0
NA,NA,-1.22554397015877,0,0
NA,NA,1.72711355277575,0,0
7.267799630524,1,1.1603578032903,1,0
NA,NA,-0.74816158375162,0,0
9.15249876063797,1,1.66667232493041,1,0
NA,NA,-0.529697424571316,0,0
NA,NA,1.02864835063927,0,0
8.68500325736114,1,1.3767179910649,1,0
NA,NA,1.33100295826265,0,0
NA,1,1.25465594943585,1,1
NA,NA,-0.287334553809268,0,0
NA,NA,-0.546735518159085,0,0
NA,0,1.253927471065,1,1
NA,NA,-0.0717229189590111,0,0
3.44230818424983,1,-0.682436621264268,1,0
NA,NA,-1.02499645828567,0,0
7.63428288172244,1,1.30157781471653,1,0
2.32765482527644,0,0.758060825406684,1,0
4.74818932601753,0,1.4796143353762,1,0
3.94267522427145,1,-0.619562406414632,1,0
2.08828843917052,0,0.259687227256229,1,0
NA,NA,-1.08652092497737,0,0
5.07980596869858,1,0.086223563193975,1,0
NA,NA,-0.846202449052606,0,0
NA,NA,0.388905864370388,0,0
NA,NA,-0.0376358153463912,0,0
NA,1,1.44560164892583,1,1
NA,NA,0.317224482102685,0,0
NA,NA,-0.403980490819091,0,0
NA,1,-1.74023733047524,1,1
NA,NA,-0.452821278920118,0,0
NA,NA,-0.586087506559595,0,0
8.50359326710194,1,1.14791904431639,1,0
NA,NA,0.457363259644693,0,0
NA,NA,-0.587806362058572,0,0
4.25346866946273,1,0.227914940694947,1,0
NA,NA,0.134147741846246,0,0
1.55573420002453,0,0.329327772114258,1,0
NA,NA,-0.297512213642794,0,0
NA,NA,1.18498797306452,0,0
7.46109806010974,1,1.30953538662527,1,0
NA,NA,-1.17045526511543,0,0
3.10300711233475,0,0.996118866300114,1,0
NA,NA,-0.746997016690059,0,0
6.56696224139766,1,0.221867656465582,1,0
NA,NA,1.0009452311825,0,0
NA,1,0.494143258559294,1,1
NA,NA,-0.00844441753463621,0,0
1.73760006812687,0,0.0961369855328748,1,0
10.4948255688194,1,2.25070523918321,1,0
8.24895929246696,1,1.4366346913565,1,0
1.28940957151973,0,0.0104077495384871,1,0
NA,NA,-0.320791891518128,0,0
NA,1,1.84167486726203,1,1
NA,NA,0.0899247252253416,0,0
NA,NA,0.402792818116791,0,0
9.35645330830799,1,1.30939370465749,1,0
NA,NA,-0.613254222725411,0,0
NA,NA,-0.435480084919432,0,0
NA,NA,-0.382106084270801,0,0
NA,NA,0.171328176109932,0,0
NA,NA,-2.4165624634469,0,0
NA,NA,-0.41817143658625,0,0
NA,NA,0.707195564900496,0,0
NA,NA,0.31180753531698,0,0
1.54381598254874,0,0.350640156782387,1,0
NA,NA,-1.58686541262596,0,0
NA,NA,0.216521654079693,0,0
NA,NA,-0.114749842879395,0,0
4.13100187983408,1,0.0203381232290744,1,0
NA,NA,0.892790261937783,0,0
3.49683071618786,0,1.44808414754465,1,0
NA,NA,-0.252030872055031,0,0
NA,NA,-0.597471279167578,0,0
NA,NA,-0.247740839749518,0,0
3.85622018137677,0,0.774365940151648,1,0
2.68890779366409,0,-0.118587206170082,1,0
4.06701279083381,0,-0.417581271100897,1,0
NA,NA,-0.052426353257736,0,0
NA,NA,1.35395020283372,0,0
NA,NA,-0.920651427306943,0,0
NA,NA,-0.310771373996955,0,0
NA,NA,-1.05580296818196,0,0
NA,1,2.2387442557997,1,1
NA,NA,-0.473062140033249,0,0
3.38131648873691,0,0.906054085480868,1,0
1.67784875327395,0,0.037916931594142,1,0
NA,NA,-0.175362283023761,0,0
NA,NA,-0.361609025278738,0,0
NA,NA,-0.803621542084907,0,0
NA,NA,1.34157635107538,0,0
NA,NA,0.625930654378281,0,0
NA,NA,0.0311307079941854,0,0
NA,NA,-1.09491334946943,0,0
NA,NA,-0.486414065558645,0,0
NA,NA,0.953093683264103,0,0
1.84520189465338,0,-0.994513348092816,1,0
2.68543188967264,1,-0.571870322518041,1,0
NA,0,0.783173181570287,1,1
NA,NA,0.381366421089077,0,0
NA,0,-0.60005817395716,1,1
NA,NA,1.65261512009413,0,0
NA,NA,-1.19076693514159,0,0
NA,1,1.41567745190252,1,1
NA,NA,0.814172817192482,0,0
NA,NA,-2.09757104835645,0,0
7.44624305344448,1,0.320165082487674,1,0
NA,NA,0.801025120424051,0,0
NA,NA,-0.791680654042777,0,0
NA,NA,-0.0106662632339682,0,0
NA,NA,-1.62351793994448,0,0
NA,NA,-0.907567051887799,0,0
NA,NA,0.136766722422639,0,0
NA,NA,0.271187956531974,0,0
NA,NA,-0.07366121520502,0,0
NA,NA,-0.77443032842804,0,0
5.5304214588344,1,0.593816135526189,1,0
9.23661632888883,1,1.32750455958168,1,0
NA,NA,-0.600835831817181,0,0
NA,NA,0.0565068582510194,0,0
NA,1,-0.531076289581877,1,1
NA,NA,-0.0808987843769502,0,0
NA,NA,0.160755586671381,0,0
NA,NA,-0.102140564663634,0,0
0.858666912401941,0,-0.354749969786071,1,0
NA,NA,-0.471227347093368,0,0
NA,NA,0.0340441773616117,0,0
NA,NA,-0.200721207356766,0,0
3.67106799753,1,-0.544448628769274,1,0
NA,NA,0.377362269645537,0,0
NA,NA,0.403728160580446,0,0
NA,NA,0.170236937543032,0,0
2.69582968815363,1,-1.10107992122072,1,0
NA,NA,0.402469699291095,0,0
NA,1,0.425816177210946,1,1
NA,1,-0.283128718862383,1,1
1.73147452939493,0,0.553632072115556,1,0
NA,NA,1.26435623247709,0,0
6.03656409751386,1,0.327802463194629,1,0
NA,1,0.765106373309395,1,1
3.57195607715353,0,1.28257345881025,1,0
3.71163981006714,0,1.65888693382934,1,0
NA,NA,-0.480729813134911,0,0
NA,1,-0.407834514587087,1,1
NA,NA,-0.328918791729082,0,0
6.90335457996882,1,1.10107658785062,1,0
5.65333716868778,1,0.581717960782718,1,0
5.66889440013771,0,0.957779202757363,1,0
NA,NA,0.301421804337359,0,0
NA,NA,-0.288461063573085,0,0
-1.33324628333371,0,-1.45615158789359,1,0
NA,NA,-1.70465154066219,0,0
NA,0,2.01122119129554,1,1
NA,NA,0.00396133245276825,0,0
NA,NA,0.558221906568822,0,0
NA,NA,0.694493685600807,0,0
9.1666978886773,1,1.44632123678831,1,0
8.17264057155444,1,0.633468743359524,1,0
NA,NA,0.0263703369604992,0,0
3.84881902767674,0,0.742875516154548,1,0
4.83119586781258,1,0.347303392127326,1,0
NA,NA,-0.628654925909304,0,0
NA,1,0.958491926298926,1,1
1.71121650087812,0,0.164441350143759,1,0
1.2981596295391,0,-0.034705900963032,1,0
NA,NA,-0.920743815374439,0,0
NA,NA,1.14805514963721,0,0
1.22476909730077,0,-0.389880110029636,1,0
0.400456422105446,0,-0.0992632632773881,1,0
NA,NA,-0.0279660623672148,0,0
NA,NA,-0.0569888848706201,0,0
NA,NA,0.555659016748442,0,0
NA,1,0.901923838993518,1,1
NA,NA,0.536623088234037,0,0
NA,NA,-1.47118613826484,0,0
NA,NA,-2.40935940826857,0,0
NA,1,-0.365017377779538,1,1
NA,NA,-0.181268484634166,0,0
NA,NA,-0.149062942660811,0,0
NA,NA,-1.39271469385941,0,0
NA,NA,-0.679359244378277,0,0
NA,NA,-1.81911796861397,0,0
NA,1,2.63898221848215,1,1
3.31510282990889,0,0.546608278218245,1,0
NA,NA,-0.0061539389294077,0,0
NA,NA,-1.8901394678583,0,0
NA,NA,-0.266783371165174,0,0
7.37975438503119,1,0.820431010197318,1,0
7.58715299186399,1,0.778193540049604,1,0
6.65932033614338,1,0.454092023522563,1,0
NA,NA,1.41005217305168,0,0
NA,NA,-1.81106410509648,0,0
1.80223650753927,0,-1.10245174108699,1,0
NA,NA,-0.0191678713168816,0,0
NA,NA,0.149303719680044,0,0
NA,1,-0.532431870264935,1,1
3.8857845060264,0,1.19784612620355,1,0
NA,NA,-2.0425957688947,0,0
NA,NA,-1.01431086481328,0,0
NA,NA,1.60391822138318,0,0
NA,1,0.892350034157026,1,1
NA,1,-1.51770556163796,1,1
2.79567677027016,0,0.823528276152144,1,0
4.49754267777088,0,0.365562248008499,1,0
NA,1,-1.33092166830989,1,1
7.5288970755992,1,0.3595761544677,1,0
NA,NA,0.892994609988693,0,0
NA,NA,-0.995098995899314,0,0
4.63221931577625,1,0.51967192258579,1,0
NA,NA,-1.23573344828329,0,0
NA,NA,0.529726874322074,0,0
NA,NA,-0.983041720955936,0,0
-1.03221099665877,0,-0.375745484254249,1,0
NA,NA,-1.04173538449989,0,0
2.56539896097985,0,0.697667357430169,1,0
NA,NA,-0.144448803419361,0,0
2.89187136320056,0,0.498543397139294,1,0
2.51650985059894,0,0.617336709876794,1,0
NA,NA,-0.00454114147551432,0,0
NA,NA,-0.0912563600897754,0,0
NA,NA,0.399959374815336,0,0
0.81349665018155,0,0.588901656549108,1,0
NA,NA,-0.0168780393868136,0,0
NA,NA,0.418704182088633,0,0
NA,NA,0.800727964524838,0,0
7.05986104855787,1,0.679893103827864,1,0
NA,NA,1.30966392253954,0,0
NA,NA,-1.89121447886908,0,0
NA,NA,0.344907334668953,0,0
NA,NA,0.154762656644616,0,0
NA,NA,-0.766441731925565,0,0
NA,1,-0.752915043322023,1,1
NA,NA,0.524270675654365,0,0
NA,NA,-0.355425297900245,0,0
NA,NA,-0.260266497121109,0,0
NA,NA,0.507208110031767,0,0
3.5643099715264,0,1.14320521055163,1,0
8.62759550076038,1,2.0668175182942,1,0
NA,NA,0.769866343085377,0,0
10.3126216293825,1,2.00199794550677,1,0
3.33329522963284,0,1.27162090872777,1,0
NA,NA,0.333520245850298,0,0
NA,NA,0.254072676090529,0,0
9.50472570157646,1,1.93091427212792,1,0
NA,NA,-1.012929867412,0,0
NA,NA,0.0644444403932076,0,0
NA,NA,0.192373891357855,0,0
NA,NA,-2.34002446260473,0,0
NA,NA,-0.351765901032242,0,0
NA,NA,0.346590938682391,0,0
NA,NA,-2.82894105870644,0,0
NA,0,0.367872703584524,1,1
NA,NA,-0.285484066118437,0,0
NA,NA,0.442733260452948,0,0
7.672179342792,1,0.71767113004586,1,0
NA,0,1.42389508632609,1,1
NA,NA,-1.68539115613733,0,0
NA,NA,0.0417293162320748,0,0
NA,0,-0.632943830350313,1,1
3.74928771624942,0,0.0300992464318592,1,0
NA,NA,-0.129143576065387,0,0
NA,NA,-1.17589928573267,0,0
NA,NA,-1.80681938019899,0,0
9.96286624600761,1,2.12031372450078,1,0
NA,NA,-1.32440568336117,0,0
NA,NA,0.275021593266166,0,0
0.679465886775167,1,-1.1088631832662,1,0
3.78854032567377,0,1.50774050493814,1,0
NA,NA,-1.76729877966445,0,0
NA,NA,-0.888592273848649,0,0
NA,NA,-1.21905138661598,0,0
NA,NA,0.0502813662769896,0,0
NA,NA,-0.490812951536646,0,0
10.807226394793,1,2.3850599584663,1,0
NA,NA,-0.00438812697078212,0,0
NA,1,1.33169035546128,1,1
NA,NA,0.820808669126654,0,0
NA,1,0.685679030525222,1,1
NA,NA,0.515880947876038,0,0
5.06698626282409,1,0.273801847190434,1,0
NA,NA,-0.713335909234142,0,0
NA,NA,-0.343044145090591,0,0
NA,NA,0.468979532578923,0,0
NA,NA,-2.47583251603368,0,0
NA,NA,-1.85544128847299,0,0
NA,NA,-0.420507917893379,0,0
NA,NA,-1.86603756721418,0,0
5.45118964940856,1,0.113504700739202,1,0
NA,NA,0.470018677123532,0,0
NA,1,0.884594160133231,1,1
NA,1,1.11360999293018,1,1
NA,NA,0.566850429321619,0,0
2.60992214010239,0,0.546022842611285,1,0
NA,NA,0.23984260522916,0,0
5.64108205817229,1,0.0341353438230838,1,0
NA,NA,-0.808091219300186,0,0
NA,1,2.22763232322792,1,1
5.05766490155124,1,-0.792524128713455,1,0
8.43567865856179,1,1.69728053235192,1,0
7.70225242311559,1,0.938924807290475,1,0
NA,NA,2.03529495828804,0,0
NA,NA,0.731626386528303,0,0
3.2185945502304,0,-0.419847340595375,1,0
NA,NA,-0.309743506851099,0,0
NA,NA,-1.36067647446631,0,0
NA,NA,1.03771431038458,0,0
NA,NA,0.0462178272837365,0,0
5.14835241560315,1,-0.0577733552767567,1,0
NA,NA,0.0767390706997009,0,0
NA,NA,-0.633641164106258,0,0
NA,NA,-0.423413462128983,0,0
NA,1,0.776691007043517,1,1
NA,0,1.31090723646561,1,1
NA,NA,0.0583013062676336,0,0
0.937930714644603,0,0.245398357259442,1,0
3.64773717820781,0,0.232324718377114,1,0
NA,NA,0.188775899725465,0,0
NA,1,-0.241815887985519,1,1
NA,NA,0.572136317124428,0,0
NA,1,0.705791797687352,1,1
NA,NA,0.204899603994032,0,0
NA,NA,0.552103380111652,0,0
NA,NA,-0.568871310357778,0,0
2.03569846550251,0,0.192717755598882,1,0
NA,NA,0.621347221610975,0,0
3.0744726238055,1,-0.10721561163254,1,0
NA,1,-0.124075919558077,1,1
NA,NA,-0.465021846854624,0,0
NA,NA,0.573407762486937,0,0
1.29000142903118,0,0.254936081717929,1,0
7.8714186921718,0,2.67214420120392,1,0
NA,NA,-0.134495017662124,0,0
NA,NA,0.111574061825906,0,0
NA,NA,-1.01000268728494,0,0
NA,NA,0.887879801316049,0,0
NA,0,-0.307217559138982,1,1
NA,NA,0.133164992636376,0,0
NA,NA,0.945326369680402,0,0
6.957061078675,1,1.52568672984904,1,0
NA,NA,-0.247450568194144,0,0
NA,NA,-0.35660370110431,0,0
NA,1,0.207968407569953,1,1
NA,NA,1.20925334744545,0,0
NA,NA,0.116558887074206,0,0
1.98153831843593,0,0.192066193440929,1,0
NA,NA,0.786616109492443,0,0
3.43887585190976,0,0.739840689710885,1,0
NA,NA,1.08669203144834,0,0
0.281226954027939,1,-1.95280729969486,1,0
NA,NA,-1.18242682652454,0,0
NA,NA,-1.18067847791903,0,0
5.99392491413368,1,0.376981101876066,1,0
NA,NA,-1.35679104068327,0,0
NA,NA,-0.22860827167565,0,0
NA,NA,0.423256564904682,0,0
NA,NA,1.94090825966462,0,0
NA,NA,-0.241019348067338,0,0
0.932431888235776,0,-0.0209705719304921,1,0
6.95673502075418,1,0.235647056296984,1,0
NA,NA,-0.595344815613527,0,0
NA,NA,-3.19955843375579,0,0
8.74188779590148,1,1.5112784716271,1,0
NA,NA,-0.343587003482767,0,0
NA,NA,-0.716929115298069,0,0
1.88564397867297,0,0.287909147297481,1,0
5.46810341048596,1,-0.617472756244325,1,0
6.2847967691308,1,0.920167406912455,1,0
4.77865157140785,1,-0.454100665235518,1,0
7.00339811047898,1,0.855761324504685,1,0
NA,NA,-0.233542837588828,0,0
NA,NA,-0.978371478897954,0,0
NA,NA,0.737215963533883,0,0
NA,NA,2.44160362468046,0,0
NA,NA,-0.992492651489919,0,0
NA,NA,-0.440736144505333,0,0
NA,NA,-1.16938753229774,0,0
7.76497619916259,1,1.59198798945038,1,0
NA,NA,0.127274716720975,0,0
NA,NA,-2.32709865557149,0,0
NA,NA,-2.19677491732732,0,0
3.38426061979323,0,0.939165264428458,1,0
NA,NA,0.299162155572667,0,0
NA,NA,-1.98992669349438,0,0
NA,NA,-1.20413480040692,0,0
6.48942127089848,1,0.398345738001552,1,0
NA,NA,0.0447565860236231,0,0
NA,NA,-1.8661608131691,0,0
NA,1,0.752522837991073,1,1
NA,NA,-0.425684374542395,0,0
NA,NA,1.24417031633511,0,0
NA,NA,0.450349279282091,0,0
8.93214019870917,1,1.18280748259793,1,0
NA,NA,-1.96397811110401,0,0
NA,1,0.746612868701424,1,1
7.46557140010292,1,1.05132374710196,1,0
7.45241206791203,1,0.524171085063729,1,0
NA,NA,-1.11558427972452,0,0
5.56290509240001,1,-0.04776622165316,1,0
NA,NA,-1.91702894207942,0,0
NA,NA,-0.571730237839681,0,0
4.44388970532408,1,-0.748196633636421,1,0
NA,NA,0.345178956409604,0,0
NA,1,2.16395110444013,1,1
1.42556993782762,0,0.336646342204412,1,0
NA,NA,-0.41786398353582,0,0
NA,NA,0.923691020706286,0,0
NA,NA,0.766766592335207,0,0
NA,NA,0.248748147903931,0,0
-0.167481690358354,0,-0.657218034949707,1,0
4.8389571085348,1,0.583124169133963,1,0
3.51418186875299,0,0.690682867666824,1,0
NA,NA,0.291864679995948,0,0
NA,0,1.92307416746338,1,1
9.75439859483352,1,2.30612974849875,1,0
NA,NA,-0.98919526784311,0,0
6.20561967064094,1,0.401427408509758,1,0
NA,NA,-1.23238817325492,0,0
NA,NA,-0.544689343472721,0,0
1.68774196528748,0,-0.434532959022116,1,0
NA,NA,-0.140845191963231,0,0
NA,1,1.75814127006527,1,1
NA,NA,-0.830141420577255,0,0
NA,0,0.514427756122244,1,1
4.12217752688631,0,0.787131076627757,1,0
4.89970079387515,1,0.242015513717525,1,0
NA,0,0.559916806561637,1,1
3.78726706453123,1,-0.650418509012264,1,0
NA,NA,-0.458392616404943,0,0
NA,0,-0.680486321714024,1,1
NA,NA,-2.19243732797149,0,0
NA,NA,0.625987094854832,0,0
NA,1,-0.415461682891878,1,1
1.22726182505568,0,-0.17630383376965,1,0
2.02820296827452,0,0.665259163558917,1,0
NA,NA,0.0498835161725022,0,0
0.0105842079359504,0,-0.111450292883659,1,0
NA,NA,-0.529151371898205,0,0
NA,1,1.61586225377977,1,1
NA,NA,0.139510593333388,0,0
NA,NA,0.119583697425689,0,0
NA,NA,0.979865755338673,0,0
NA,NA,0.379384347932197,0,0
NA,NA,-0.880212619427024,0,0
NA,NA,-0.406452972046551,0,0
NA,NA,-0.777125159688669,0,0
NA,NA,-1.68350202776482,0,0
NA,NA,-0.166982560101955,0,0
6.43976521265356,1,0.593948229116086,1,0
NA,NA,-0.518159140749172,0,0
5.45751550986794,1,0.44119836360764,1,0
NA,0,0.755600865049457,1,1
NA,NA,-0.112960860177346,0,0
NA,NA,-0.47462538771123,0,0
NA,NA,-0.702121930359935,0,0
4.24658517773038,1,-0.279371035837961,1,0
NA,0,1.56420974922256,1,1
5.78529504294789,1,0.091093609568575,1,0
NA,NA,-0.462187981024542,0,0
2.25823746950028,0,-0.450438751827904,1,0
NA,1,0.0730966154107931,1,1
5.22449209058307,1,0.131353009028611,1,0
NA,NA,1.34563639889239,0,0
NA,NA,-0.423361472072342,0,0
NA,NA,0.976942283768021,0,0
1.64170352107692,0,-0.6309804050454,1,0
NA,NA,0.219751181001007,0,0
NA,NA,-0.345672485091224,0,0
0.287165956285351,0,1.0059050442053,1,0
3.77665861380959,0,1.39731579966728,1,0
8.50784882532229,1,1.53536108075324,1,0
NA,1,0.684528247552368,1,1
4.12118721526612,1,-0.505352566351759,1,0
6.0770230548142,1,-0.124233092127789,1,0
NA,NA,0.301334745178827,0,0
NA,NA,-2.08736714684124,0,0
3.70349082349903,0,1.4203970626931,1,0
NA,NA,-1.06897934731921,0,0
NA,NA,-0.459351897002142,0,0
NA,1,1.33166610954918,1,1
NA,NA,0.409776277697745,0,0
NA,0,0.472336504221015,1,1
NA,NA,-0.749698629326992,0,0
NA,NA,-1.60169156402432,0,0
NA,NA,-0.791447325580303,0,0
NA,NA,0.502010547640313,0,0
NA,1,0.717195270520938,1,1
NA,NA,0.0433551906169097,0,0
NA,NA,-0.394144346444174,0,0
1.42320136723335,0,0.380004825407965,1,0
NA,0,-0.622427952571525,1,1
NA,NA,0.511387206007391,0,0
NA,NA,-1.10137305663194,0,0
NA,0,1.86141559956748,1,1
NA,NA,-2.70498912238434,0,0
9.48277794703761,1,1.41793781636752,1,0
NA,NA,-0.655309498116006,0,0
NA,0,1.25228304742217,1,1
3.05674245019477,1,-1.46028743217333,1,0
NA,NA,-0.330734876793339,0,0
2.23276559480573,0,0.210817790526989,1,0
NA,NA,-1.00949926422224,0,0
NA,NA,-0.534776646171062,0,0
NA,NA,0.49505827488594,0,0
6.77672079062085,1,0.548494049782142,1,0
-0.00322099633307993,0,-1.22774261421895,1,0
NA,NA,-1.00661264436047,0,0
5.52183340605461,1,0.207167201609838,1,0
NA,NA,1.41740118033914,0,0
NA,NA,0.747089396555255,0,0
NA,NA,-1.51943307234853,0,0
NA,NA,-0.720070739324317,0,0
NA,NA,-1.83821203439613,0,0
6.60552003758875,1,0.784395864352993,1,0
NA,NA,-0.871052149527092,0,0
NA,NA,-0.0108663130165317,0,0
5.3767828332787,1,0.609141558215759,1,0
NA,NA,-0.133051648058773,0,0
NA,1,-0.849531062880063,1,1
5.37026226543477,1,0.115138725174226,1,0
NA,NA,-1.331337154012,0,0
11.4480723257586,1,2.37445827173169,1,0
NA,NA,-2.49583641731167,0,0
NA,NA,2.20367615406188,0,0
NA,NA,0.571396927069173,0,0
3.95996935542524,1,-0.583745237218935,1,0
NA,1,0.274860357622418,1,1
2.37763787541825,0,-0.0482891959610158,1,0
NA,0,2.25246864177724,1,1
NA,NA,2.20798222218406,0,0
3.06264820084433,0,0.766845014645972,1,0
NA,NA,-0.284191743792878,0,0
NA,1,0.151645292541353,1,1
3.17448848377016,1,-0.781106086643039,1,0
0.648961303134204,0,-0.957398363247324,1,0
NA,NA,-0.30434111795109,0,0
8.48012827157192,1,1.5308786534036,1,0
NA,NA,-0.478305936644692,0,0
NA,NA,0.275964288525917,0,0
5.73786694808858,0,1.29277985593516,1,0
NA,NA,0.424010706580774,0,0
NA,NA,0.527765253770584,0,0
NA,NA,-0.653829982143573,0,0
NA,NA,0.121675552673985,0,0
NA,NA,-0.986863054729454,0,0
NA,NA,-0.755594462248608,0,0
NA,NA,-1.16098995844004,0,0
NA,NA,-0.442801523619572,0,0
4.65675337735444,1,0.334947784039575,1,0
NA,NA,-0.10065856814523,0,0
NA,NA,-0.975536842960497,0,0
NA,NA,-0.973216625621073,0,0
NA,NA,-1.34078652646553,0,0
NA,NA,0.414102402054408,0,0
NA,NA,0.274162429825081,0,0
NA,NA,-1.41396295051925,0,0
NA,NA,-1.68193057318907,0,0
NA,NA,-0.0700861139491127,0,0
NA,NA,-0.460309029288299,0,0
NA,NA,-1.20714570347743,0,0
4.40925683826631,0,1.0404412181286,1,0
NA,NA,-0.0662050121858745,0,0
NA,NA,-0.0198577785368134,0,0
NA,NA,0.615556223378135,0,0
4.51131396879602,0,0.420382969919601,1,0
NA,NA,-0.327954877427185,0,0
NA,NA,-1.1344563021002,0,0
NA,NA,1.18226830511672,0,0
NA,NA,-1.7107858033122,0,0
